document_id_a,document_id_b,relation,confidence,evidence_note
springer:10.1134_S106422931912007X,pochvovedenie:Pochved1912007Khitrov,translation_of,confirmed,"Value fingerprint: 83 shared table values (Jaccard 0.46, 2.8x runner-up, mutual best match, year gap 0). Confirmed from Springer full-text provenance: Russian Text, Pochvovedenie 2019 No. 12, article 7, matching Pochved1912007Khitrov."
springer:10.1134_S106422931912010X,pochvovedenie:Pochved1912010Maltsev,translation_of,confirmed,"Exact original-Russian citation: year=2019, issue=12, pages=1502–1512; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229319120135,pochvovedenie:Pochved1912013Vodyanitskii,translation_of,confirmed,"Exact original-Russian citation: year=2019, issue=12, pages=1492–1501; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229319120147,pochvovedenie:Pochved1912014Zhangurov,translation_of,confirmed,"Exact original-Russian citation: year=2019, issue=12, pages=1415–1429; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010020,pochvovedenie:Pochved2001002Aleksandrovski,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=3–18; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010032,pochvovedenie:Pochved2001003Arkhangelskaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=44–55; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010044,pochvovedenie:Pochved2001004Begmatov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=81–88; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010056,pochvovedenie:Pochved2001005Bogorodskaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=119–130; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010068,pochvovedenie:Pochved2001006Chevychelov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=110–118; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932001007X,pochvovedenie:Pochved2001007Fedotov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=102–109; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010081,pochvovedenie:Pochved2001008Gerasimova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=19–30; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010093,pochvovedenie:Pochved2001009Kashirskaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=89–101; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932001010X,pochvovedenie:Pochved2001010Kurochkina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=69–80; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010123,pochvovedenie:Pochved2001012Ovsepyan,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=56–68; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320010135,pochvovedenie:Pochved2001013Semenyuk,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=1, pages=31–43; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020027,pochvovedenie:Pochved2002002Belozertseva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=244–258; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020040,pochvovedenie:Pochved2002004Dymov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=178–187; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020052,pochvovedenie:Pochved2002005Gromova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=366–371; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020064,pochvovedenie:Pochved2002006Khitrov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=133–151; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020076,pochvovedenie:Pochved2002007Khodzhaeva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=210–218; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020088,pochvovedenie:Pochved2002008Ovchinnikov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=165–177; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020106,pochvovedenie:Pochved2002010Ryzhova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=230–243; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020118,pochvovedenie:Pochved2002011Shchemelinina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=219–229; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932002012X,pochvovedenie:Pochved2002012Sukhanova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=199–209; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020131,pochvovedenie:Pochved2002013Trifonova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=152–164; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320020143,pochvovedenie:Pochved2002014Vasilchuk,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=2, pages=188–198; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030023,pochvovedenie:Pochved2003002Chernova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=340–350; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030035,pochvovedenie:Pochved2003003Fedotov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=379–386; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030047,pochvovedenie:Pochved2003004Maslov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=330–339; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030059,pochvovedenie:Pochved2003005Prikhodko,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=261–278; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030072,pochvovedenie:Pochved2003007Shein,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=351–357; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030084,pochvovedenie:Pochved2003008Suleimanov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=279–290; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030096,pochvovedenie:Pochved2003009Timonova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=358–365; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030102,pochvovedenie:Pochved2003010Yakovleva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=316–329; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030114,pochvovedenie:Pochved2003011Zavgorodnyaya,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=308–315; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320030126,pochvovedenie:Pochved2003012Zavyalova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=3, pages=372–378; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040031,pochvovedenie:Pochved2004003Artemeva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=421–429; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040043,pochvovedenie:Pochved2004004Chupina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=495–506; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040055,pochvovedenie:Pochved2004005Eremchenko,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=483–494; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040067,pochvovedenie:Pochved2004006Gorokhova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=463–472; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040079,pochvovedenie:Pochved2004007Komissarov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=473–482; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040092,pochvovedenie:Pochved2004009Makarov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=414–420; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040110,pochvovedenie:Pochved2004011Nikitin,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=444–462; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040134,pochvovedenie:Pochved2004013Semenov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=430–443; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320040146,pochvovedenie:Pochved2004014Sukhacheva,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=4, pages=389–397; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050038,pochvovedenie:Pochved2005003Astaikina,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=639–650; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S106422932005004X,pochvovedenie:Pochved2005004Chernov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=590–600; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050063,pochvovedenie:Pochved2005006Golovchenko,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=618–626; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050075,pochvovedenie:Pochved2005007Khudyakov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=576–589; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050087,pochvovedenie:Pochved2005008Makarov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=547–558; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050099,pochvovedenie:Pochved2005009Mikharevich,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=519–534; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050105,pochvovedenie:Pochved2005010Okoneshnikova,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=509–518; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
springer:10.1134_S1064229320050117,pochvovedenie:Pochved2005011Pozdnyakov,translation_of,confirmed,"Exact original-Russian citation: year=2020, issue=5, pages=601–609; parsed from Springer text and cross-matched against the Pochvovedenie self-citation."
